Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path,,,,,
39,38,6,6,33,32,2,Train/2/00025_00002_00011.png,,,,,
40,37,6,5,34,32,2,Train/2/00025_00002_00012.png,,,,,
42,41,5,5,37,36,2,Train/2/00025_00002_00013.png,,,,,
44,45,5,6,39,39,2,Train/2/00025_00002_00014.png,,,,,
48,46,5,5,42,41,2,Train/2/00025_00002_00015.png,,,,,
51,48,6,6,46,43,2,Train/2/00025_00002_00016.png,,,,,
52,49,5,6,47,43,2,Train/2/00025_00002_00017.png,,,,,
56,51,6,6,51,46,2,Train/2/00025_00002_00018.png,,,,,
58,53,6,5,53,47,2,Train/2/00025_00002_00019.png,,,,,
62,56,6,6,57,51,2,Train/2/00025_00002_00020.png,,,,,
69,61,7,6,63,56,2,Train/2/00025_00002_00021.png,,,,,
75,69,7,7,69,63,2,Train/2/00025_00002_00022.png,,,,,
83,75,8,7,75,68,2,Train/2/00025_00002_00023.png,,,,,
92,83,9,7,84,75,2,Train/2/00025_00002_00024.png,,,,,
103,95,9,8,94,87,2,Train/2/00025_00002_00025.png,,,,,
120,109,11,9,109,99,2,Train/2/00025_00002_00026.png,,,,,
136,120,12,10,125,109,2,Train/2/00025_00002_00027.png,,,,,
166,145,14,13,151,133,2,Train/2/00025_00002_00028.png,,,,,
200,182,18,16,183,167,2,Train/2/00025_00002_00029.png,,,,,
54,59,5,6,49,54,2,Train/2/00025_00003_00000.png,,,,,
57,60,5,6,51,54,2,Train/2/00025_00003_00001.png,,,,,
58,60,5,6,53,55,2,Train/2/00025_00003_00002.png,,,,,
58,60,5,6,53,55,2,Train/2/00025_00003_00003.png,,,,,
62,61,6,5,56,55,2,Train/2/00025_00003_00004.png,,,,,
67,63,6,5,61,58,2,Train/2/00025_00003_00005.png,,,,,
68,64,6,5,62,59,2,Train/2/00025_00003_00006.png,,,,,
71,69,7,7,65,63,2,Train/2/00025_00003_00007.png,,,,,
75,70,7,7,69,64,2,Train/2/00025_00003_00008.png,,,,,
80,71,7,6,72,64,2,Train/2/00025_00003_00009.png,,,,,
81,73,7,6,74,66,2,Train/2/00025_00003_00010.png,,,,,
87,77,8,7,79,71,2,Train/2/00025_00003_00011.png,,,,,
94,84,9,8,86,77,2,Train/2/00025_00003_00012.png,,,,,
96,86,8,8,87,78,2,Train/2/00025_00003_00013.png,,,,,
97,86,8,8,89,79,2,Train/2/00025_00003_00014.png,,,,,
104,91,10,8,95,83,2,Train/2/00025_00003_00015.png,,,,,
107,96,9,8,98,88,2,Train/2/00025_00003_00016.png,,,,,
110,100,10,9,101,91,2,Train/2/00025_00003_00017.png,,,,,
118,105,11,9,107,96,2,Train/2/00025_00003_00018.png,,,,,
122,110,11,10,112,101,2,Train/2/00025_00003_00019.png,,,,,
131,117,11,10,120,106,2,Train/2/00025_00003_00020.png,,,,,
136,119,12,11,125,109,2,Train/2/00025_00003_00021.png,,,,,
146,128,12,11,133,117,2,Train/2/00025_00003_00022.png,,,,,
155,139,13,12,142,127,2,Train/2/00025_00003_00023.png,,,,,
164,152,14,13,150,139,2,Train/2/00025_00003_00024.png,,,,,
170,157,14,13,156,144,2,Train/2/00025_00003_00025.png,,,,,
188,169,16,15,172,155,2,Train/2/00025_00003_00026.png,,,,,
207,191,17,17,190,174,2,Train/2/00025_00003_00027.png,,,,,
231,213,20,19,212,194,2,Train/2/00025_00003_00028.png,,,,,
243,225,20,20,223,205,2,Train/2/00025_00003_00029.png,,,,,
38,34,6,6,33,29,2,Train/2/00025_00004_00000.png,,,,,
38,34,6,5,32,29,2,Train/2/00025_00004_00001.png,,,,,
39,37,6,6,34,32,2,Train/2/00025_00004_00002.png,,,,,
40,37,5,5,34,32,2,Train/2/00025_00004_00003.png,,,,,
41,36,6,5,35,31,2,Train/2/00025_00004_00004.png,,,,,
41,37,6,6,36,32,2,Train/2/00025_00004_00005.png,,,,,
42,39,6,6,37,34,2,Train/2/00025_00004_00006.png,,,,,
41,38,6,5,36,33,2,Train/2/00025_00004_00007.png,,,,,
40,38,5,5,35,33,2,Train/2/00025_00004_00008.png,,,,,
41,40,5,6,36,35,2,Train/2/00025_00004_00009.png,,,,,
43,40,5,5,38,35,2,Train/2/00025_00004_00010.png,,,,,
43,41,5,5,38,35,2,Train/2/00025_00004_00011.png,,,,,
45,41,6,5,40,35,2,Train/2/00025_00004_00012.png,,,,,
45,41,5,5,40,36,2,Train/2/00025_00004_00013.png,,,,,
46,44,5,6,40,38,2,Train/2/00025_00004_00014.png,,,,,
49,45,6,5,44,40,2,Train/2/00025_00004_00015.png,,,,,
49,45,5,5,44,40,2,Train/2/00025_00004_00016.png,,,,,
51,46,6,5,45,41,2,Train/2/00025_00004_00017.png,,,,,
51,49,5,6,46,43,2,Train/2/00025_00004_00018.png,,,,,
52,48,5,5,47,43,2,Train/2/00025_00004_00019.png,,,,,
53,47,6,5,48,42,2,Train/2/00025_00004_00020.png,,,,,
56,50,5,6,50,44,2,Train/2/00025_00004_00021.png,,,,,
56,49,5,5,51,44,2,Train/2/00025_00004_00022.png,,,,,
59,52,6,5,54,47,2,Train/2/00025_00004_00023.png,,,,,
62,56,6,6,57,51,2,Train/2/00025_00004_00024.png,,,,,
64,58,6,6,59,53,2,Train/2/00025_00004_00025.png,,,,,
70,62,7,6,64,57,2,Train/2/00025_00004_00026.png,,,,,
72,63,6,6,65,58,2,Train/2/00025_00004_00027.png,,,,,
75,69,7,7,69,63,2,Train/2/00025_00004_00028.png,,,,,
80,73,8,7,73,67,2,Train/2/00025_00004_00029.png,,,,,
33,32,6,5,28,27,2,Train/2/00025_00005_00000.png,,,,,
35,33,6,5,30,27,2,Train/2/00025_00005_00001.png,,,,,
34,33,5,5,29,28,2,Train/2/00025_00005_00002.png,,,,,
36,34,6,5,31,29,2,Train/2/00025_00005_00003.png,,,,,
36,35,5,6,30,29,2,Train/2/00025_00005_00004.png,,,,,
35,33,5,5,30,28,2,Train/2/00025_00005_00005.png,,,,,
36,35,5,6,30,30,2,Train/2/00025_00005_00006.png,,,,,
37,37,5,6,32,32,2,Train/2/00025_00005_00007.png,,,,,
35,34,5,5,30,29,2,Train/2/00025_00005_00008.png,,,,,
38,37,6,6,33,32,2,Train/2/00025_00005_00009.png,,,,,
36,37,6,5,31,31,2,Train/2/00025_00005_00010.png,,,,,
38,36,6,6,33,31,2,Train/2/00025_00005_00011.png,,,,,
40,38,5,5,34,32,2,Train/2/00025_00005_00012.png,,,,,
43,39,6,5,38,34,2,Train/2/00025_00005_00013.png,,,,,
46,42,6,5,40,36,2,Train/2/00025_00005_00014.png,,,,,
47,44,6,6,42,39,2,Train/2/00025_00005_00015.png,,,,,
48,45,6,5,43,39,2,Train/2/00025_00005_00016.png,,,,,
51,48,5,6,46,43,2,Train/2/00025_00005_00017.png,,,,,
53,50,5,6,48,45,2,Train/2/00025_00005_00018.png,,,,,
57,53,5,5,52,48,2,Train/2/00025_00005_00019.png,,,,,
61,55,6,6,55,50,2,Train/2/00025_00005_00020.png,,,,,
64,60,6,6,59,55,2,Train/2/00025_00005_00021.png,,,,,
68,63,6,6,62,58,2,Train/2/00025_00005_00022.png,,,,,
72,64,6,6,65,58,2,Train/2/00025_00005_00023.png,,,,,
81,70,8,7,73,64,2,Train/2/00025_00005_00024.png,,,,,
85,74,7,6,78,68,2,Train/2/00025_00005_00025.png,,,,,
96,88,8,8,88,81,2,Train/2/00025_00005_00026.png,,,,,
108,98,10,8,99,90,2,Train/2/00025_00005_00027.png,,,,,
123,119,10,11,112,108,2,Train/2/00025_00005_00028.png,,,,,
151,136,13,12,138,125,2,Train/2/00025_00005_00029.png,,,,,
27,27,6,6,22,21,2,Train/2/00025_00006_00000.png,,,,,
28,27,6,6,23,22,2,Train/2/00025_00006_00001.png,,,,,
28,28,5,6,22,22,2,Train/2/00025_00006_00002.png,,,,,
28,28,5,6,23,23,2,Train/2/00025_00006_00003.png,,,,,
29,28,5,5,23,22,2,Train/2/00025_00006_00004.png,,,,,
30,29,6,5,25,23,2,Train/2/00025_00006_00005.png,,,,,
30,29,5,5,25,24,2,Train/2/00025_00006_00006.png,,,,,
32,29,6,5,26,24,2,Train/2/00025_00006_00007.png,,,,,
32,30,6,5,27,25,2,Train/2/00025_00006_00008.png,,,,,
32,31,5,5,26,25,2,Train/2/00025_00006_00009.png,,,,,
34,32,6,6,28,27,2,Train/2/00025_00006_00010.png,,,,,
34,32,6,5,29,27,2,Train/2/00025_00006_00011.png,,,,,
35,34,6,5,30,28,2,Train/2/00025_00006_00012.png,,,,,
36,35,6,6,31,30,2,Train/2/00025_00006_00013.png,,,,,
37,36,6,6,31,30,2,Train/2/00025_00006_00014.png,,,,,
37,35,6,5,32,30,2,Train/2/00025_00006_00015.png,,,,,
37,36,6,6,32,31,2,Train/2/00025_00006_00016.png,,,,,
37,36,6,6,32,31,2,Train/2/00025_00006_00017.png,,,,,
38,36,6,5,33,31,2,Train/2/00025_00006_00018.png,,,,,
38,36,5,5,32,31,2,Train/2/00025_00006_00019.png,,,,,
39,38,6,6,34,33,2,Train/2/00025_00006_00020.png,,,,,
40,38,6,5,35,33,2,Train/2/00025_00006_00021.png,,,,,
42,40,6,6,36,35,2,Train/2/00025_00006_00022.png,,,,,
41,40,5,5,36,35,2,Train/2/00025_00006_00023.png,,,,,
43,42,5,5,38,37,2,Train/2/00025_00006_00024.png,,,,,
45,44,6,6,40,39,2,Train/2/00025_00006_00025.png,,,,,
47,46,6,6,42,41,2,Train/2/00025_00006_00026.png,,,,,
48,48,5,6,43,43,2,Train/2/00025_00006_00027.png,,,,,
50,49,6,6,45,44,2,Train/2/00025_00006_00028.png,,,,,
52,50,6,5,47,45,2,Train/2/00025_00006_00029.png,,,,,
52,48,5,6,47,43,2,Train/2/00025_00007_00000.png,,,,,
53,49,5,6,48,44,2,Train/2/00025_00007_00001.png,,,,,
57,49,6,6,52,44,2,Train/2/00025_00007_00002.png,,,,,
57,51,6,6,52,46,2,Train/2/00025_00007_00003.png,,,,,
57,52,5,6,52,47,2,Train/2/00025_00007_00004.png,,,,,
59,52,6,5,54,47,2,Train/2/00025_00007_00005.png,,,,,
60,54,6,6,55,49,2,Train/2/00025_00007_00006.png,,,,,
63,56,6,6,57,51,2,Train/2/00025_00007_00007.png,,,,,
64,57,5,5,59,52,2,Train/2/00025_00007_00008.png,,,,,
70,60,7,5,63,54,2,Train/2/00025_00007_00009.png,,,,,
68,61,7,6,62,56,2,Train/2/00025_00007_00010.png,,,,,
74,68,6,6,67,62,2,Train/2/00025_00007_00011.png,,,,,
77,73,7,6,71,67,2,Train/2/00025_00007_00012.png,,,,,
76,71,6,6,69,65,2,Train/2/00025_00007_00013.png,,,,,
75,70,6,6,68,63,2,Train/2/00025_00007_00014.png,,,,,
77,70,6,6,70,64,2,Train/2/00025_00007_00015.png,,,,,
81,73,7,7,73,67,2,Train/2/00025_00007_00016.png,,,,,
84,75,8,7,77,69,2,Train/2/00025_00007_00017.png,,,,,
87,76,8,7,79,70,2,Train/2/00025_00007_00018.png,,,,,
90,77,8,7,82,71,2,Train/2/00025_00007_00019.png,,,,,
94,79,9,7,86,72,2,Train/2/00025_00007_00020.png,,,,,
95,83,8,8,87,75,2,Train/2/00025_00007_00021.png,,,,,
98,85,9,8,90,77,2,Train/2/00025_00007_00022.png,,,,,
99,87,8,8,91,80,2,Train/2/00025_00007_00023.png,,,,,
107,93,10,9,97,85,2,Train/2/00025_00007_00024.png,,,,,
104,88,9,7,95,81,2,Train/2/00025_00007_00025.png,,,,,
110,97,9,8,101,88,2,Train/2/00025_00007_00026.png,,,,,
118,109,10,9,108,99,2,Train/2/00025_00007_00027.png,,,,,
121,117,11,11,111,106,2,Train/2/00025_00007_00028.png,,,,,
114,122,10,11,112,112,2,Train/2/00025_00007_00029.png,,,,,
65,63,6,6,60,58,2,Train/2/00025_00008_00000.png,,,,,
68,65,6,6,61,59,2,Train/2/00025_00008_00001.png,,,,,
69,65,6,5,62,59,2,Train/2/00025_00008_00002.png,,,,,
71,70,6,7,64,63,2,Train/2/00025_00008_00003.png,,,,,
72,71,6,7,66,65,2,Train/2/00025_00008_00004.png,,,,,
74,72,7,7,68,66,2,Train/2/00025_00008_00005.png,,,,,
77,75,7,7,71,68,2,Train/2/00025_00008_00006.png,,,,,
81,75,8,6,74,69,2,Train/2/00025_00008_00007.png,,,,,
83,79,7,7,76,72,2,Train/2/00025_00008_00008.png,,,,,
88,83,8,8,80,75,2,Train/2/00025_00008_00009.png,,,,,
89,83,8,7,82,76,2,Train/2/00025_00008_00010.png,,,,,
94,87,9,8,85,80,2,Train/2/00025_00008_00011.png,,,,,
96,87,8,8,88,80,2,Train/2/00025_00008_00012.png,,,,,
96,91,9,8,88,83,2,Train/2/00025_00008_00013.png,,,,,
100,96,8,8,92,87,2,Train/2/00025_00008_00014.png,,,,,
105,98,9,9,95,90,2,Train/2/00025_00008_00015.png,,,,,
110,105,9,10,101,96,2,Train/2/00025_00008_00016.png,,,,,
118,108,11,9,108,99,2,Train/2/00025_00008_00017.png,,,,,
120,111,11,9,110,101,2,Train/2/00025_00008_00018.png,,,,,
127,118,11,10,116,108,2,Train/2/00025_00008_00019.png,,,,,
134,125,11,11,123,115,2,Train/2/00025_00008_00020.png,,,,,
140,129,12,11,127,118,2,Train/2/00025_00008_00021.png,,,,,
148,137,13,12,136,126,2,Train/2/00025_00008_00022.png,,,,,
158,148,13,13,144,136,2,Train/2/00025_00008_00023.png,,,,,
164,154,14,13,149,140,2,Train/2/00025_00008_00024.png,,,,,
177,166,16,15,162,151,2,Train/2/00025_00008_00025.png,,,,,
182,171,15,15,167,156,2,Train/2/00025_00008_00026.png,,,,,
199,181,17,15,182,166,2,Train/2/00025_00008_00027.png,,,,,
219,197,19,16,201,180,2,Train/2/00025_00008_00028.png,,,,,
229,205,19,17,209,188,2,Train/2/00025_00008_00029.png,,,,,
26,25,5,5,21,20,2,Train/2/00025_00009_00000.png,,,,,
28,26,6,5,22,21,2,Train/2/00025_00009_00001.png,,,,,
27,28,5,6,22,23,2,Train/2/00025_00009_00002.png,,,,,
29,27,6,5,23,22,2,Train/2/00025_00009_00003.png,,,,,
29,28,5,5,23,23,2,Train/2/00025_00009_00004.png,,,,,
31,29,6,6,26,24,2,Train/2/00025_00009_00005.png,,,,,
30,29,5,5,25,24,2,Train/2/00025_00009_00006.png,,,,,
31,31,5,6,26,26,2,Train/2/00025_00009_00007.png,,,,,
32,30,6,5,27,25,2,Train/2/00025_00009_00008.png,,,,,
31,30,5,5,26,25,2,Train/2/00025_00009_00009.png,,,,,
32,32,5,5,26,26,2,Train/2/00025_00009_00010.png,,,,,
34,34,6,6,29,29,2,Train/2/00025_00009_00011.png,,,,,
35,35,5,5,30,30,2,Train/2/00025_00009_00012.png,,,,,
36,36,5,6,31,31,2,Train/2/00025_00009_00013.png,,,,,
38,37,5,6,33,32,2,Train/2/00025_00009_00014.png,,,,,
40,39,5,6,35,33,2,Train/2/00025_00009_00015.png,,,,,
42,39,6,6,36,34,2,Train/2/00025_00009_00016.png,,,,,
42,40,5,6,36,34,2,Train/2/00025_00009_00017.png,,,,,
44,43,5,6,39,38,2,Train/2/00025_00009_00018.png,,,,,
46,45,5,5,41,40,2,Train/2/00025_00009_00019.png,,,,,
49,48,5,5,44,43,2,Train/2/00025_00009_00020.png,,,,,
54,52,5,6,49,47,2,Train/2/00025_00009_00021.png,,,,,
58,55,5,5,52,49,2,Train/2/00025_00009_00022.png,,,,,
62,57,6,5,57,52,2,Train/2/00025_00009_00023.png,,,,,
69,62,7,5,63,57,2,Train/2/00025_00009_00024.png,,,,,
73,69,6,6,67,63,2,Train/2/00025_00009_00025.png,,,,,
82,74,8,6,75,68,2,Train/2/00025_00009_00026.png,,,,,
96,86,8,8,88,79,2,Train/2/00025_00009_00027.png,,,,,
110,100,10,8,101,92,2,Train/2/00025_00009_00028.png,,,,,
139,117,12,10,127,107,2,Train/2/00025_00009_00029.png,,,,,
37,40,0,6,32,35,2,Train/2/00025_00010_00000.png,,,,,
44,43,5,6,38,37,2,Train/2/00025_00010_00001.png,,,,,
44,42,5,5,39,37,2,Train/2/00025_00010_00002.png,,,,,
44,43,5,6,38,37,2,Train/2/00025_00010_00003.png,,,,,
45,43,6,6,40,38,2,Train/2/00025_00010_00004.png,,,,,
46,43,6,5,41,38,2,Train/2/00025_00010_00005.png,,,,,
45,44,5,6,40,39,2,Train/2/00025_00010_00006.png,,,,,
46,44,6,6,41,39,2,Train/2/00025_00010_00007.png,,,,,
47,45,5,5,42,40,2,Train/2/00025_00010_00008.png,,,,,
48,46,6,6,43,41,2,Train/2/00025_00010_00009.png,,,,,
47,45,5,5,42,40,2,Train/2/00025_00010_00010.png,,,,,
50,47,6,6,44,42,2,Train/2/00025_00010_00011.png,,,,,
50,47,6,5,45,42,2,Train/2/00025_00010_00012.png,,,,,
52,49,6,5,47,44,2,Train/2/00025_00010_00013.png,,,,,
51,49,5,5,46,44,2,Train/2/00025_00010_00014.png,,,,,
54,52,5,6,49,47,2,Train/2/00025_00010_00015.png,,,,,
57,52,5,6,52,47,2,Train/2/00025_00010_00016.png,,,,,
59,52,6,5,54,47,2,Train/2/00025_00010_00017.png,,,,,
61,54,5,5,56,49,2,Train/2/00025_00010_00018.png,,,,,
62,55,5,5,57,50,2,Train/2/00025_00010_00019.png,,,,,
64,60,6,5,59,55,2,Train/2/00025_00010_00020.png,,,,,
70,63,6,6,64,58,2,Train/2/00025_00010_00021.png,,,,,
76,68,7,7,69,62,2,Train/2/00025_00010_00022.png,,,,,
82,72,8,7,75,66,2,Train/2/00025_00010_00023.png,,,,,
86,76,8,6,79,70,2,Train/2/00025_00010_00024.png,,,,,
93,84,9,8,85,76,2,Train/2/00025_00010_00025.png,,,,,
99,89,8,7,90,81,2,Train/2/00025_00010_00026.png,,,,,
105,96,9,9,96,88,2,Train/2/00025_00010_00027.png,,,,,
119,105,10,10,109,96,2,Train/2/00025_00010_00028.png,,,,,
134,117,12,11,123,107,2,Train/2/00025_00010_00029.png,,,,,
64,58,6,5,59,53,2,Train/2/00025_00011_00000.png,,,,,
64,59,6,5,59,53,2,Train/2/00025_00011_00001.png,,,,,
63,61,6,6,58,56,2,Train/2/00025_00011_00002.png,,,,,
61,64,6,6,56,59,2,Train/2/00025_00011_00003.png,,,,,
61,64,6,6,56,59,2,Train/2/00025_00011_00004.png,,,,,
63,67,6,6,57,61,2,Train/2/00025_00011_00005.png,,,,,
67,71,6,6,61,65,2,Train/2/00025_00011_00006.png,,,,,
68,72,7,7,62,66,2,Train/2/00025_00011_00007.png,,,,,
67,72,6,7,61,66,2,Train/2/00025_00011_00008.png,,,,,
68,72,7,7,62,66,2,Train/2/00025_00011_00009.png,,,,,
70,75,7,7,64,68,2,Train/2/00025_00011_00010.png,,,,,
73,75,7,6,66,69,2,Train/2/00025_00011_00011.png,,,,,
75,80,6,8,68,73,2,Train/2/00025_00011_00012.png,,,,,
76,82,6,7,70,75,2,Train/2/00025_00011_00013.png,,,,,
81,86,8,8,74,78,2,Train/2/00025_00011_00014.png,,,,,
83,87,8,7,76,80,2,Train/2/00025_00011_00015.png,,,,,
85,94,8,9,78,85,2,Train/2/00025_00011_00016.png,,,,,
86,94,7,8,79,86,2,Train/2/00025_00011_00017.png,,,,,
88,96,7,8,81,88,2,Train/2/00025_00011_00018.png,,,,,
93,100,8,8,85,92,2,Train/2/00025_00011_00019.png,,,,,
96,106,8,10,87,97,2,Train/2/00025_00011_00020.png,,,,,
98,108,9,9,90,99,2,Train/2/00025_00011_00021.png,,,,,
106,118,10,11,97,107,2,Train/2/00025_00011_00022.png,,,,,
113,128,10,12,103,117,2,Train/2/00025_00011_00023.png,,,,,
120,134,11,11,110,123,2,Train/2/00025_00011_00024.png,,,,,
129,145,12,13,118,133,2,Train/2/00025_00011_00025.png,,,,,
137,154,12,14,126,141,2,Train/2/00025_00011_00026.png,,,,,
146,165,12,15,134,150,2,Train/2/00025_00011_00027.png,,,,,
159,176,14,16,146,161,2,Train/2/00025_00011_00028.png,,,,,
170,191,14,16,156,175,2,Train/2/00025_00011_00029.png,,,,,
53,50,5,5,48,45,2,Train/2/00025_00012_00000.png,,,,,
55,52,6,6,50,47,2,Train/2/00025_00012_00001.png,,,,,
54,52,5,6,49,47,2,Train/2/00025_00012_00002.png,,,,,
54,52,5,6,49,47,2,Train/2/00025_00012_00003.png,,,,,
56,53,6,6,51,47,2,Train/2/00025_00012_00004.png,,,,,
58,52,6,5,53,47,2,Train/2/00025_00012_00005.png,,,,,
58,53,6,5,53,48,2,Train/2/00025_00012_00006.png,,,,,
58,54,5,5,53,49,2,Train/2/00025_00012_00007.png,,,,,
60,57,5,6,54,51,2,Train/2/00025_00012_00008.png,,,,,
60,57,5,6,55,52,2,Train/2/00025_00012_00009.png,,,,,
60,57,5,5,55,52,2,Train/2/00025_00012_00010.png,,,,,
62,60,5,6,57,55,2,Train/2/00025_00012_00011.png,,,,,
63,62,5,6,58,57,2,Train/2/00025_00012_00012.png,,,,,
65,62,5,5,59,57,2,Train/2/00025_00012_00013.png,,,,,
68,65,6,6,62,59,2,Train/2/00025_00012_00014.png,,,,,
70,67,6,6,64,61,2,Train/2/00025_00012_00015.png,,,,,
71,69,6,7,65,63,2,Train/2/00025_00012_00016.png,,,,,
75,72,7,7,68,65,2,Train/2/00025_00012_00017.png,,,,,
76,73,7,7,70,67,2,Train/2/00025_00012_00018.png,,,,,
79,74,7,6,72,68,2,Train/2/00025_00012_00019.png,,,,,
82,80,7,8,75,73,2,Train/2/00025_00012_00020.png,,,,,
85,82,7,8,77,75,2,Train/2/00025_00012_00021.png,,,,,
88,84,7,8,81,77,2,Train/2/00025_00012_00022.png,,,,,
95,89,8,8,87,81,2,Train/2/00025_00012_00023.png,,,,,
99,94,8,8,90,85,2,Train/2/00025_00012_00024.png,,,,,
105,97,10,8,95,88,2,Train/2/00025_00012_00025.png,,,,,
110,105,9,10,100,96,2,Train/2/00025_00012_00026.png,,,,,
117,109,11,9,107,100,2,Train/2/00025_00012_00027.png,,,,,
122,112,11,9,112,103,2,Train/2/00025_00012_00028.png,,,,,
135,125,12,11,123,114,2,Train/2/00025_00012_00029.png,,,,,
27,26,5,5,22,20,2,Train/2/00025_00013_00000.png,,,,,
28,28,5,5,23,22,2,Train/2/00025_00013_00001.png,,,,,
28,28,5,5,23,23,2,Train/2/00025_00013_00002.png,,,,,
29,28,6,5,24,23,2,Train/2/00025_00013_00003.png,,,,,
30,29,6,5,25,24,2,Train/2/00025_00013_00004.png,,,,,
31,31,6,6,26,26,2,Train/2/00025_00013_00005.png,,,,,
31,32,5,6,25,26,2,Train/2/00025_00013_00006.png,,,,,
31,32,5,6,26,27,2,Train/2/00025_00013_00007.png,,,,,
32,33,5,6,27,28,2,Train/2/00025_00013_00008.png,,,,,
33,34,5,6,28,29,2,Train/2/00025_00013_00009.png,,,,,
37,36,6,6,32,30,2,Train/2/00025_00013_00010.png,,,,,
38,37,6,6,33,31,2,Train/2/00025_00013_00011.png,,,,,
38,37,6,6,33,31,2,Train/2/00025_00013_00012.png,,,,,
38,37,5,5,33,32,2,Train/2/00025_00013_00013.png,,,,,
40,38,6,5,35,33,2,Train/2/00025_00013_00014.png,,,,,
39,39,5,6,34,34,2,Train/2/00025_00013_00015.png,,,,,
43,40,6,6,37,35,2,Train/2/00025_00013_00016.png,,,,,
45,42,6,6,39,37,2,Train/2/00025_00013_00017.png,,,,,
46,45,5,6,41,40,2,Train/2/00025_00013_00018.png,,,,,
48,47,5,6,43,42,2,Train/2/00025_00013_00019.png,,,,,
52,50,5,5,47,45,2,Train/2/00025_00013_00020.png,,,,,
54,52,5,5,49,47,2,Train/2/00025_00013_00021.png,,,,,
58,56,5,6,52,51,2,Train/2/00025_00013_00022.png,,,,,
61,59,5,6,56,54,2,Train/2/00025_00013_00023.png,,,,,
65,63,6,6,60,58,2,Train/2/00025_00013_00024.png,,,,,
75,73,7,7,69,67,2,Train/2/00025_00013_00025.png,,,,,
86,84,8,8,79,77,2,Train/2/00025_00013_00026.png,,,,,
95,94,8,8,87,85,2,Train/2/00025_00013_00027.png,,,,,
120,109,11,10,110,100,2,Train/2/00025_00013_00028.png,,,,,
130,119,12,11,119,109,2,Train/2/00025_00013_00029.png,,,,,
37,34,6,5,32,29,2,Train/2/00025_00014_00000.png,,,,,
37,35,5,6,32,30,2,Train/2/00025_00014_00001.png,,,,,
39,36,6,6,34,31,2,Train/2/00025_00014_00002.png,,,,,
40,36,6,5,34,31,2,Train/2/00025_00014_00003.png,,,,,
39,37,5,6,34,32,2,Train/2/00025_00014_00004.png,,,,,
40,37,6,5,35,32,2,Train/2/00025_00014_00005.png,,,,,
41,38,6,6,36,33,2,Train/2/00025_00014_00006.png,,,,,
44,39,6,5,38,33,2,Train/2/00025_00014_00007.png,,,,,
44,39,6,5,39,34,2,Train/2/00025_00014_00008.png,,,,,
44,39,6,5,39,34,2,Train/2/00025_00014_00009.png,,,,,
45,41,6,6,40,36,2,Train/2/00025_00014_00010.png,,,,,
45,42,6,6,40,37,2,Train/2/00025_00014_00011.png,,,,,
47,42,6,5,41,37,2,Train/2/00025_00014_00012.png,,,,,
50,45,6,6,45,40,2,Train/2/00025_00014_00013.png,,,,,
51,46,6,6,46,41,2,Train/2/00025_00014_00014.png,,,,,
52,47,6,5,47,42,2,Train/2/00025_00014_00015.png,,,,,
53,48,6,5,48,43,2,Train/2/00025_00014_00016.png,,,,,
55,52,5,6,50,47,2,Train/2/00025_00014_00017.png,,,,,
58,52,5,5,52,47,2,Train/2/00025_00014_00018.png,,,,,
59,55,5,6,53,50,2,Train/2/00025_00014_00019.png,,,,,
61,57,5,6,56,52,2,Train/2/00025_00014_00020.png,,,,,
64,60,5,5,58,54,2,Train/2/00025_00014_00021.png,,,,,
70,63,6,6,64,58,2,Train/2/00025_00014_00022.png,,,,,
75,68,7,6,68,61,2,Train/2/00025_00014_00023.png,,,,,
80,73,7,7,73,66,2,Train/2/00025_00014_00024.png,,,,,
83,76,7,7,76,69,2,Train/2/00025_00014_00025.png,,,,,
88,81,7,7,81,74,2,Train/2/00025_00014_00026.png,,,,,
94,84,9,7,85,76,2,Train/2/00025_00014_00027.png,,,,,
101,92,9,9,93,84,2,Train/2/00025_00014_00028.png,,,,,
106,95,9,9,97,86,2,Train/2/00025_00014_00029.png,,,,,
33,32,5,6,28,27,2,Train/2/00025_00015_00000.png,,,,,
34,32,6,6,29,27,2,Train/2/00025_00015_00001.png,,,,,
35,33,6,6,30,28,2,Train/2/00025_00015_00002.png,,,,,
36,34,6,6,31,29,2,Train/2/00025_00015_00003.png,,,,,
36,35,6,6,31,29,2,Train/2/00025_00015_00004.png,,,,,
38,36,5,6,32,30,2,Train/2/00025_00015_00005.png,,,,,
41,37,6,6,36,32,2,Train/2/00025_00015_00006.png,,,,,
40,39,5,6,35,34,2,Train/2/00025_00015_00007.png,,,,,
43,39,6,5,38,33,2,Train/2/00025_00015_00008.png,,,,,
43,40,5,6,38,35,2,Train/2/00025_00015_00009.png,,,,,
47,44,6,6,42,39,2,Train/2/00025_00015_00010.png,,,,,
48,45,5,5,42,39,2,Train/2/00025_00015_00011.png,,,,,
51,47,6,5,46,42,2,Train/2/00025_00015_00012.png,,,,,
53,50,6,6,48,45,2,Train/2/00025_00015_00013.png,,,,,
55,50,5,5,49,45,2,Train/2/00025_00015_00014.png,,,,,
58,52,6,5,52,47,2,Train/2/00025_00015_00015.png,,,,,
61,57,6,6,56,51,2,Train/2/00025_00015_00016.png,,,,,
64,61,5,6,58,55,2,Train/2/00025_00015_00017.png,,,,,
68,63,7,6,62,57,2,Train/2/00025_00015_00018.png,,,,,
